N	trait_mean	trait_var	age_MY	tsID	age_MY_min	age_MY_max
63	45.9	15.1	0.021	241	NA	NA
22	46.77	8.6	0.024	241	NA	NA
6	71.8	64.9	0	240	NA	NA
8	68.9	24.6	0.012	240	NA	NA
25	74.6	37.4	0.017	240	NA	NA
5	74.7	64.5	0.019	240	NA	NA
24	73.9	37.3	0.021	240	NA	NA
6	69.1	7.3	0	239	NA	NA
8	69.1	2.2	0.012	239	NA	NA
25	71.1	37.4	0.017	239	NA	NA
5	67.3	48.1	0.019	239	NA	NA
24	68.1	35.2	0.021	239	NA	NA
6	46.7	1.4	0	238	NA	NA
8	44.2	28.8	0.012	238	NA	NA
25	46.6	36	0.017	238	NA	NA
5	42.5	9.2	0.019	238	NA	NA
24	42.4	12.5	0.021	238	NA	NA
2	95	50	0	237	NA	NA
5	92.2	92.2	0.014	237	NA	NA
20	91.9	27.9	0.015	237	NA	NA
3	99.3	276.3	0.017	237	NA	NA
10	93.8	75.9	0.024	237	NA	NA
9	78.1	37.1	0	236	NA	NA
4	82.5	22.3	0.009	236	NA	NA
2	76	2	0.012	236	NA	NA
44	78.5	35.4	0.017	236	NA	NA
8	77.2	12.5	0.019	236	NA	NA
30	76.4	10.8	0.021	236	NA	NA
15	77	17.3	0.024	236	NA	NA
2	79.5	4.5	0.025	236	NA	NA
15	221	31	0	235	NA	NA
30	226.2	26.9	0.009	235	NA	NA
8	223.5	24.5	0.012	235	NA	NA
44	222	38.3	0.017	235	NA	NA
2	227.2	35.9	0.019	235	NA	NA
4	222.6	45.1	0.021	235	NA	NA
9	218.7	29.6	0.024	235	NA	NA
6	270.6	31.8	0	234	NA	NA
3	277	48	0.009	234	NA	NA
6	237	65.2	0.012	234	NA	NA
39	273	44	0.017	234	NA	NA
7	273.8	61.1	0.019	234	NA	NA
20	272.3	67.9	0.021	234	NA	NA
10	269.1	58.1	0.024	234	NA	NA
6	56.8	5.3	0	233	NA	NA
3	62.6	12.3	0.009	233	NA	NA
6	62.1	32.1	0.012	233	NA	NA
39	62.8	16.8	0.017	233	NA	NA
7	61.3	16.2	0.019	233	NA	NA
20	62.1	17.1	0.021	233	NA	NA
10	61.2	19.5	0.024	233	NA	NA
6	70	1.2	0	232	NA	NA
3	71.3	9.3	0.009	232	NA	NA
6	74.3	29.4	0.012	232	NA	NA
39	74.8	16.4	0.017	232	NA	NA
7	73.3	26.5	0.019	232	NA	NA
20	74.5	15.8	0.021	232	NA	NA
10	73.9	20.9	0.024	232	NA	NA
10	123.5	66	0	231	NA	NA
37	125.7	24.44	0.012	231	NA	NA
10	125.9	45.2	0.017	231	NA	NA
8	126.3	49.6	0.024	231	NA	NA
33	83	37.6	0	230	NA	NA
7	80.8	16.9	0.009	230	NA	NA
4	85	7.5	0.012	230	NA	NA
62	84.9	32.8	0.021	230	NA	NA
35	85.5	19.8	0.024	230	NA	NA
33	52.3	25.5	0	229	NA	NA
7	50.1	11.2	0.009	229	NA	NA
4	52.9	52.3	0.012	229	NA	NA
62	54.3	23.5	0.021	229	NA	NA
35	53.1	11.2	0.024	229	NA	NA
11	23.58	2.25	0	228	NA	NA
1	23	0	0.007	228	NA	NA
36	23.84	1.69	0.012	228	NA	NA
16	23.5	1.21	0.02	228	NA	NA
98	23.26	1.44	0.021	228	NA	NA
43	23.94	1.44	0.023	228	NA	NA
20	23.43	3.61	0.026	228	NA	NA
63	24.76	2.25	0.035	228	NA	NA
11	9.92	0.81	0	227	NA	NA
1	10	0	0.007	227	NA	NA
36	9.97	0.49	0.012	227	NA	NA
16	10.06	0.49	0.02	227	NA	NA
98	9.77	0.81	0.021	227	NA	NA
43	9.89	0.49	0.023	227	NA	NA
20	9.71	1.21	0.026	227	NA	NA
63	11.16	0.49	0.035	227	NA	NA
11	11	0.81	0	226	NA	NA
1	11	0	0.007	226	NA	NA
36	11.19	0.64	0.012	226	NA	NA
16	10.94	0.81	0.02	226	NA	NA
98	10.95	1	0.021	226	NA	NA
43	11	0.49	0.023	226	NA	NA
20	11	0.49	0.026	226	NA	NA
63	12.9	1.44	0.035	226	NA	NA
11	21.08	1.44	0	225	NA	NA
1	20	0	0.007	225	NA	NA
36	21.54	1.96	0.012	225	NA	NA
16	21.31	1.44	0.02	225	NA	NA
98	21.05	1.44	0.021	225	NA	NA
43	21.22	1.96	0.023	225	NA	NA
20	21.29	1.96	0.026	225	NA	NA
63	22.57	1.96	0.035	225	NA	NA
11	99.33	9.61	0	224	NA	NA
1	95	0	0.007	224	NA	NA
36	99.14	6.76	0.012	224	NA	NA
16	97.38	2.56	0.02	224	NA	NA
98	98.1	6.25	0.021	224	NA	NA
43	97.56	4.84	0.023	224	NA	NA
20	98.05	7.29	0.032	224	NA	NA
63	101.75	12.25	0.035	224	NA	NA
4	0.172621207	0.000153644	0	223	NA	NA
14	0.171614342	0.000252806	1.9	223	NA	NA
8	0.186843443	0.0005807	2.2	223	NA	NA
18	0.172495041	0.000368857	2.8	223	NA	NA
50	0.195847167	0.000561099	3.2	223	NA	NA
12	0.22502086	0.000404933	3.7	223	NA	NA
4	103.4025	29.19529167	0	222	NA	NA
13	103.8561538	21.54225897	1.9	222	NA	NA
8	102.365	41.36231429	2.2	222	NA	NA
18	92.68444444	15.53029673	2.8	222	NA	NA
47	91.14553191	25.52141656	3.2	222	NA	NA
11	86.06909091	21.53526909	3.7	222	NA	NA
4	107.3225	48.648825	0	221	NA	NA
13	107.1392308	39.49399103	1.9	221	NA	NA
8	104.3675	38.92850714	2.2	221	NA	NA
18	100.12	33.23538824	2.8	221	NA	NA
47	102.4391489	24.57937317	3.2	221	NA	NA
11	98.35090909	43.72470909	3.7	221	NA	NA
4	128.5925	44.284025	0	220	NA	NA
13	127.4376923	32.0779359	1.9	220	NA	NA
8	124.45	41.82482857	2.2	220	NA	NA
18	125.8872222	36.3756683	2.8	220	NA	NA
47	130.2165957	23.33376207	3.2	220	NA	NA
11	129.0881818	35.16605636	3.7	220	NA	NA
4	23.5	9.337266667	0	219	NA	NA
13	23.97615385	9.036858974	1.9	219	NA	NA
8	24.44375	12.73562679	2.2	219	NA	NA
18	23.44111111	6.439186928	2.8	219	NA	NA
47	21.55446809	6.084446994	3.2	219	NA	NA
11	22.43909091	13.72968909	3.7	219	NA	NA
4	1.280096148	0.00076031	0	218	NA	NA
14	1.288205188	0.002380982	1.9	218	NA	NA
8	1.291602888	0.005621706	2.2	218	NA	NA
18	1.175963232	0.00362359	2.8	218	NA	NA
50	1.113822706	0.001971005	3.2	218	NA	NA
12	0.97938491	0.002717723	3.7	218	NA	NA
4	2.33650331119751	0.0247660014936597	0	217	NA	NA
14	2.94751694421036	0.00737084436148636	1.9	217	NA	NA
8	3.02880431461418	0.0159444076200545	2.2	217	NA	NA
18	3.18630671847221	0.0147312789144609	2.8	217	NA	NA
50	3.29354535360522	0.00705268871449543	3.2	217	NA	NA
12	3.67103366096835	0.00923196677551556	3.7	217	NA	NA
24	2.68977307607554	0.0141552676795709	0	216	NA	NA
22	2.7484357368682	0.00656743011826665	0.200000000000001	216	NA	NA
37	3.12990872826872	0.00839267433039519	1.4	216	NA	NA
19	3.7087207804162	0.00969398689811015	2.1	216	NA	NA
7	3.64597195310266	0.0142006369080177	2.4	216	NA	NA
6	4.0821313953639	0.0206342398303556	3	216	NA	NA
4	4.00656015925214	0.00573589971593492	3.4	216	NA	NA
3	4.1678015288153	0.000419748873630188	3.9	216	NA	NA
24	0.15882457	0.000408645	0	215	NA	NA
22	0.155398852	0.000426878	0.200000000000001	215	NA	NA
37	0.213527118	0.000620084	1.4	215	NA	NA
19	0.196881121	0.000487426	2.1	215	NA	NA
7	0.220318532	0.000805675	2.4	215	NA	NA
6	0.226249259	0.000819205	3	215	NA	NA
4	0.256909243	0.000752044	3.4	215	NA	NA
3	0.258682184	0.000168056	3.9	215	NA	NA
24	1.287475232	0.002368969	0	214	NA	NA
22	1.263712514	0.001858588	0.200000000000001	214	NA	NA
37	1.198402628	0.002372789	1.4	214	NA	NA
19	1.132736357	0.00300482	2.1	214	NA	NA
7	1.206274186	0.001381569	2.4	214	NA	NA
6	1.183562395	0.00446905	3	214	NA	NA
4	1.167628498	0.002995924	3.4	214	NA	NA
3	1.127144993	0.000678886	3.9	214	NA	NA
24	0.032822824	0.000501909	0	213	NA	NA
22	0.03521805	0.000217987	0.200000000000001	213	NA	NA
37	0.038006834	0.000371448	1.4	213	NA	NA
19	0.067700371	0.000348856	2.1	213	NA	NA
7	0.071921469	0.0002173	2.4	213	NA	NA
6	0.103658561	0.00112262	3	213	NA	NA
4	0.105567275	0.00015531	3.4	213	NA	NA
3	0.126767141	3.52809e-05	3.9	213	NA	NA
4	0.031179346	0.000290046	0	212	NA	NA
14	0.014562041	0.000441154	1.9	212	NA	NA
8	0.019926385	0.000343112	2.2	212	NA	NA
18	0.05464812	0.000234535	2.8	212	NA	NA
50	0.059141198	0.000282578	3.2	212	NA	NA
12	0.028384293	0.00062819	3.7	212	NA	NA
4	125.9075	9.305025	0	211	NA	NA
14	127.0871429	13.81268352	1.9	211	NA	NA
8	126.01125	31.56026964	2.2	211	NA	NA
18	114.0355556	14.88323791	2.8	211	NA	NA
50	109.597	24.10027041	3.2	211	NA	NA
12	104.5558333	20.1120447	3.7	211	NA	NA
4	89.4	5.61	0	201	NA	NA
3	89.6	6.03	0.014	201	NA	NA
38	87.9	7.7	0.017	201	NA	NA
19	87.9	6.39	0.019	201	NA	NA
7	86.8	4.4	0.024	201	NA	NA
4	90.2	13.5	0.026	201	NA	NA
7	12.4	1.6384	0	200	NA	NA
12	12.8	1.0816	0.006	200	NA	NA
6	13.3	0.8649	0.009	200	NA	NA
22	12.1	1.3689	0.014	200	NA	NA
10	11.7	1.44	0.017	200	NA	NA
122	12.6	1.7161	0.019	200	NA	NA
17	12.5	1.6384	0.024	200	NA	NA
4	12.9	1.9044	0.026	200	NA	NA
4	7.5	0.34	0	198	NA	NA
3	7.2	0.23	0.014	198	NA	NA
38	7.3	0.28	0.017	198	NA	NA
21	7.5	2.76	0.019	198	NA	NA
7	7.1	0.27	0.024	198	NA	NA
4	7.1	0.07	0.026	198	NA	NA
4	5.2	0.2	0	197	NA	NA
3	5.4	0.04	0.014	197	NA	NA
38	5.3	0.21	0.017	197	NA	NA
21	5.2	0.11	0.019	197	NA	NA
7	5.1	0.16	0.024	197	NA	NA
4	4.9	0.37	0.026	197	NA	NA
4	4.8	0.18	0	196	NA	NA
3	4.7	0.01	0.014	196	NA	NA
38	4.4	0.15	0.017	196	NA	NA
21	4.4	0.25	0.019	196	NA	NA
7	4.3	0.22	0.024	196	NA	NA
4	4.4	0.1	0.026	196	NA	NA
4	14.3	0.37	0	195	NA	NA
3	14.4	0.16	0.014	195	NA	NA
38	14	0.48	0.017	195	NA	NA
20	14.1	0.73	0.019	195	NA	NA
7	13.9	0.18	0.024	195	NA	NA
4	14.2	0.24	0.026	195	NA	NA
4	8.7	0.15	0	194	NA	NA
3	9.1	0.19	0.014	194	NA	NA
38	8.5	0.74	0.017	194	NA	NA
20	8.3	0.91	0.019	194	NA	NA
7	8	0.63	0.024	194	NA	NA
4	8.4	0.38	0.026	194	NA	NA
7	134.3	91.5849	0	193	NA	NA
12	126.9	202.2084	0.006	193	NA	NA
6	136.7	65.1249	0.009	193	NA	NA
22	132.3	132.4801	0.014	193	NA	NA
10	122.4	163.5841	0.017	193	NA	NA
122	143.3	16	0.019	193	NA	NA
17	141.1	337.0896	0.024	193	NA	NA
4	139.4	239.6304	0.026	193	NA	NA
4	8.3	0.7744	0	192	NA	NA
7	7.5	0.5476	0.006	192	NA	NA
12	8	0.6084	0.009	192	NA	NA
6	8.3	0.3844	0.014	192	NA	NA
10	7.3	0.5476	0.017	192	NA	NA
122	7.8	0.7921	0.019	192	NA	NA
17	7.8	0.9409	0.024	192	NA	NA
4	7.8	1.0609	0.026	192	NA	NA
22	0.97509	0.006557765	0	191	NA	NA
14	0.91028	0.006129979	0.329999999999998	191	NA	NA
20	1.0207	0.016709981	0.5	191	NA	NA
11	0.94633	0.0031566	0.519999999999996	191	NA	NA
15	1.0195	0.006574113	0.579999999999998	191	NA	NA
25	0.95334	0.008043848	0.939999999999998	191	NA	NA
25	0.99192	0.012006681	1	191	NA	NA
19	0.92819	0.007051664	1.05	191	NA	NA
20	0.94031	0.0069192	1.23	191	NA	NA
9	0.9337	0.008403847	1.27	191	NA	NA
12	1.0108	0.010492619	1.31999999999999	191	NA	NA
22	1.0015	0.009628221	1.34999999999999	191	NA	NA
25	0.9431	0.008342539	1.38	191	NA	NA
25	0.95378	0.010601276	1.44	191	NA	NA
25	1.0615	0.017226563	1.53999999999999	191	NA	NA
25	0.94083	0.011653203	1.81999999999999	191	NA	NA
25	0.94918	0.007750601	2.25	191	NA	NA
21	0.96117	0.008905072	2.28	191	NA	NA
25	0.95323	0.010946391	2.31999999999999	191	NA	NA
25	0.96124	0.006621891	2.34999999999999	191	NA	NA
21	1.0091	0.010718842	2.36	191	NA	NA
17	1.041	0.007448882	2.39	191	NA	NA
21	0.97195	0.008896425	2.45999999999999	191	NA	NA
25	1.0092	0.010601276	2.53	191	NA	NA
16	1.0253	0.007002342	2.67999999999999	191	NA	NA
10	1.0467	0.007237445	2.88	191	NA	NA
12	1.0244	0.004450216	3.13	191	NA	NA
19	1.0523	0.015511367	3.17999999999999	191	NA	NA
22	1.0259	0.025263978	3.33	191	NA	NA
22	0.97949	0.003521887	0	190	NA	NA
14	0.93179	0.00249605	0.324999999999989	190	NA	NA
20	0.94377	0.006049981	0.492999999999995	190	NA	NA
11	0.92621	0.000627858	0.526999999999987	190	NA	NA
15	0.98455	0.003193022	0.581999999999994	190	NA	NA
25	0.96566	0.004000563	0.933999999999997	190	NA	NA
25	0.93545	0.018540226	0.98599999999999	190	NA	NA
19	0.95655	0.001972886	1.03899999999999	190	NA	NA
20	0.9594	0.006295926	1.19799999999999	190	NA	NA
9	0.9552	0.001689827	1.26799999999999	190	NA	NA
12	0.86596	0.01792587	1.31899999999999	190	NA	NA
22	0.99526	0.00243938	1.32199999999999	190	NA	NA
25	1.0416	0.002081641	1.32299999999999	190	NA	NA
25	0.89901	0.007869908	1.38999999999999	190	NA	NA
25	1.0206	0.007858823	1.54299999999999	190	NA	NA
25	0.93565	0.00950625	1.83199999999999	190	NA	NA
25	0.96808	0.004455563	2.255	190	NA	NA
21	0.96387	0.005133518	2.28999999999999	190	NA	NA
25	0.99269	0.013862119	2.33499999999999	190	NA	NA
25	0.91469	0.00241941	2.342	190	NA	NA
21	0.98075	0.004363637	2.36999999999999	190	NA	NA
17	0.99622	0.002424596	2.40599999999999	190	NA	NA
21	0.99834	0.004688844	2.458	190	NA	NA
25	1.0138	0.006953475	2.52099999999999	190	NA	NA
16	1.0124	0.002348372	2.63499999999999	190	NA	NA
10	0.99282	0.004595664	2.88999999999999	190	NA	NA
12	1.0238	0.003776491	3.041	190	NA	NA
19	1.0842	0.008579688	3.095	190	NA	NA
22	1.0737	0.012937375	3.34999999999999	190	NA	NA
22	10.181	1.909685594	0	189	NA	NA
14	11.088	1.96875	0.349000000000004	189	NA	NA
20	9.0596	1.632775513	0.52300000000001	189	NA	NA
11	10.881	1.334058688	0.52300000000001	189	NA	NA
15	11.063	1.224795938	0.600999999999999	189	NA	NA
25	10.757	1.455039063	0.966999999999999	189	NA	NA
25	10.187	2.304703516	1.00200000000001	189	NA	NA
19	9.5103	1.751863128	1.054	189	NA	NA
20	10.054	1.25	1.245	189	NA	NA
9	9.3415	0.73462041	1.289	189	NA	NA
12	9.164	2.68645107	1.31500000000001	189	NA	NA
22	8.6301	1.474927424	1.35900000000001	189	NA	NA
25	9.4176	2.302047563	1.402	189	NA	NA
25	8.813	0.510153062	1.46300000000001	189	NA	NA
25	9.3885	1.5625	1.55900000000001	189	NA	NA
25	8.6512	3.684960141	1.864	189	NA	NA
25	8.4561	0.87890625	2.3249	189	NA	NA
21	9.6347	1.824428813	2.325	189	NA	NA
25	7.6365	0.797225766	2.366	189	NA	NA
25	8.5651	1.245456	2.367	189	NA	NA
21	9.8508	1.823500468	2.36800000000001	189	NA	NA
17	12.208	0.654739063	2.378	189	NA	NA
21	8.854	1.220460268	2.447	189	NA	NA
25	8.3573	0.87890625	2.52600000000001	189	NA	NA
16	9.4706	0.92910321	2.67400000000001	189	NA	NA
10	8.624	1.340109056	2.926	189	NA	NA
12	7.4873	0.64672347	3.074	189	NA	NA
19	7.8463	0.801203828	3.11800000000001	189	NA	NA
22	8.4282	0.927935594	3.37	189	NA	NA
22	32.755	5.744662	0	188	NA	NA
14	33.394	3.914071875	0.177999999999997	188	NA	NA
20	33.747	27.05138	0.203000000000003	188	NA	NA
11	31.422	3.495954688	0.253	188	NA	NA
15	34.319	3.65313375	0.575000000000003	188	NA	NA
25	31.501	4.85100625	0.625	188	NA	NA
25	31.291	5.658451563	0.674999999999997	188	NA	NA
19	31.786	3.120323688	0.751000000000005	188	NA	NA
20	29.533	2.24115125	0.852000000000004	188	NA	NA
9	29.676	3.423425063	0.936000000000007	188	NA	NA
12	29.183	1.64502075	0.969999999999999	188	NA	NA
22	31.439	5.744662	0.987000000000009	188	NA	NA
25	34.33	7.459726563	1.01400000000001	188	NA	NA
25	28.128	15.721225	1.063	188	NA	NA
25	28.771	6.989414063	1.44200000000001	188	NA	NA
25	32.869	4.105689063	1.86500000000001	188	NA	NA
25	27.584	7.459726562	1.88900000000001	188	NA	NA
21	29.135	2.878786312	1.91500000000001	188	NA	NA
25	30.686	5.658451562	1.941	188	NA	NA
25	30.264	1.9881	1.96600000000001	188	NA	NA
21	23.428	3.757509	2.006	188	NA	NA
17	29.349	2.791868563	2.042	188	NA	NA
21	29.21	2.113598813	2.10900000000001	188	NA	NA
25	28.012	4.85100625	2.143	188	NA	NA
16	31.679	2.4025	2.22	188	NA	NA
10	30.345	2.795765625	2.43900000000001	188	NA	NA
12	27.74	3.35491875	2.556	188	NA	NA
19	28.87	3.399651	2.63200000000001	188	NA	NA
22	29.862	3.613006375	2.87700000000001	188	NA	NA
4	6.83496	0.019810563	0	187	NA	NA
3	7.42627	0.0245569	0.11188	187	NA	NA
1	6.85501	0	0.21548	187	NA	NA
5	6.7207	0.085404448	2.51447	187	NA	NA
2	7.59772	0.147352478	2.62585	187	NA	NA
7	8.12351	0.0511168	4.92371	187	NA	NA
1	10.4804	0	6.3051	187	NA	NA
30	11.3581	0.615748438	6.837235	187	NA	NA
1	12.166	0	6.907689	187	NA	NA
13	11.0927	0.173760485	7.227657	187	NA	NA
7	46.538	10.08380025	0	186	NA	NA
7	47.006	9.42797025	0.173999999999999	186	NA	NA
6	44.304	2.119936	0.25	186	NA	NA
25	41.661	10.686361	0.344999999999999	186	NA	NA
10	41.427	2.719201	0.454999999999998	186	NA	NA
7	42.55	2.383936	0.680999999999997	186	NA	NA
6	40.959	2.365444	0.775999999999996	186	NA	NA
11	41.392	6.325225	0.898999999999994	186	NA	NA
8	38.433	6.235009	1.064	186	NA	NA
6	38.386	6.411024	1.30099999999999	186	NA	NA
18	7.2	1.44	0	185	NA	NA
23	8.2	1.69	1.65	185	NA	NA
21	7.2	2.56	3.39	185	NA	NA
13	7.5	3.61	3.83	185	NA	NA
50	5.8	1.69	4.61	185	NA	NA
18	6	1.69	5.26	185	NA	NA
15	6.3	2.56	5.65	185	NA	NA
24	5.4	3.24	5.91	185	NA	NA
61	71.5	10.89	0	184	NA	NA
39	72.8	7.29	0.43	184	NA	NA
21	69.4	27.04	0.87	184	NA	NA
25	71.8	15.21	1.65	184	NA	NA
44	66.4	31.36	2.3	184	NA	NA
61	61.4	23.04	2.69	184	NA	NA
50	66	38.44	2.95	184	NA	NA
5	4.2	0.36	0	183	NA	NA
20	4.4	1.44	0.35	183	NA	NA
39	4.5	0.64	0.78	183	NA	NA
21	4	1	1.22	183	NA	NA
25	5.2	0.64	2	183	NA	NA
44	3.8	0.64	2.65	183	NA	NA
61	4	0.49	3.04	183	NA	NA
51	4.2	0.64	3.3	183	NA	NA
59	4.5	0.81	3.65	183	NA	NA
16	15.623	0.649636	0	182	NA	NA
98	16.122	0.727609	1.25	182	NA	NA
15	16.467	0.065536	1.35	182	NA	NA
47	15.723	0.595984	1.65	182	NA	NA
17	15.294	0.470596	2.65	182	NA	NA
106	15.264	0.633616	3	182	NA	NA
166	14.976	0.521284	3.13	182	NA	NA
125	14.64	0.538756	3.21	182	NA	NA
200	15.095	0.619369	3.497	182	NA	NA
6	114.3503333	716.2728327	0	181	NA	NA
21	106.2954762	442.8721131	0.2555	181	NA	NA
15	113.9624	243.3583007	0.4465	181	NA	NA
21	122.214381	573.4902545	0.638	181	NA	NA
13	136.5512308	864.570133	1.021	181	NA	NA
19	121.7062105	288.0283217	1.532	181	NA	NA
11	156.1627273	1435.655482	3.798	181	NA	NA
8	143.675	242.5900286	3.8615	181	NA	NA
6	238.2033333	1692.686787	0	180	NA	NA
21	230.072381	2183.990529	0.2555	180	NA	NA
15	250.45	367.3907571	0.4465	180	NA	NA
21	262.2438095	2170.878745	0.638	180	NA	NA
13	302.27	3553.377917	1.021	180	NA	NA
19	259.6263158	3004.443991	1.532	180	NA	NA
11	283.3881818	3115.765796	3.798	180	NA	NA
8	296.9225	1632.63805	3.8615	180	NA	NA
21	170.72	566.58142	0	179	NA	NA
23	193.9604348	1269.704886	0.168258064516129	179	NA	NA
19	243.2973684	2147.397498	1.164	179	NA	NA
22	180.6366818	3770.538468	1.29032258064516	179	NA	NA
18	189.3988889	1712.833222	1.40245161290323	179	NA	NA
29	225.3393103	2076.601985	1.59883870967742	179	NA	NA
24	195.3175833	3824.183101	1.71109677419355	179	NA	NA
32	208.36125	818.1108113	1.99148387096774	179	NA	NA
21	338.0847619	2494.377746	0	178	NA	NA
23	377.946087	3282.02357	0.168258064516129	178	NA	NA
19	431.6015789	3375.714358	1.164	178	NA	NA
21	327.2590476	11805.001	1.29032258064516	178	NA	NA
21	373.1247619	4477.169256	1.40245161290323	178	NA	NA
29	418.2882759	6128.560893	1.59883870967742	178	NA	NA
24	373.7933333	16315.3305	1.71109677419355	178	NA	NA
31	381.2532258	3340.399136	1.99148387096774	178	NA	NA
14	3.5352	0.007449974	0	177	NA	NA
35	3.548245714	0.005995741	0.0545571433333331	177	NA	NA
27	3.496255556	0.008203076	0.113880953333333	177	NA	NA
25	3.503388	0.007980899	0.16782762	177	NA	NA
18	3.544922222	0.004695761	0.279751323333333	177	NA	NA
9	3.580511111	0.007013134	0.33606614	177	NA	NA
13	3.527561538	0.011209464	0.391624543333333	177	NA	NA
36	3.55035	0.005581346	0.498103176666667	177	NA	NA
22	3.572172727	0.006443969	0.614365803333333	177	NA	NA
22	3.588731818	0.007398953	0.72644156	177	NA	NA
7	3.5595	0.008112423	0.779928573333333	177	NA	NA
7	3.507171429	0.005903066	0.838309523333333	177	NA	NA
7	3.513828571	0.009125959	0.890309523333334	177	NA	NA
11	3.541390909	0.003716591	1.00118398333333	177	NA	NA
9	3.6639	0.001525217	1.00695502666667	177	NA	NA
21	3.604052381	0.010390504	1.06153174666667	177	NA	NA
6	3.64985	0.002204991	1.11465873	177	NA	NA
11	3.572181818	0.002146862	1.16654762	177	NA	NA
10	3.5607	0.00457638	1.22254762	177	NA	NA
9	3.636988889	0.010397284	1.33465873	177	NA	NA
6	222.167	53.767	0	176	NA	NA
4	211.25	86.917	0.003	176	NA	NA
15	210.933	52.495	0.005	176	NA	NA
24	205.333	60.406	0.006	176	NA	NA
6	199.5	62.3	0.009	176	NA	NA
10	197.8	34.4	0.011	176	NA	NA
10	195.9	16.544	0.013	176	NA	NA
2	0.3524	1.15200000000001e-05	0	175	NA	NA
1	0.3264	0	0.2	175	NA	NA
1	0.3025	0	0.65	175	NA	NA
2	0.3361	0.00746642	0.7	175	NA	NA
2	0.3873	1.45799999999998e-05	0.75	175	NA	NA
2	0.387	0.000208080000000001	0.8	175	NA	NA
3	0.4036	0.000109	0.85	175	NA	NA
25	0.414704	0.00673534206666667	1.5	175	NA	NA
5	0.33104	0.007189133	1.55	175	NA	NA
1	0.35	0	1.6	175	NA	NA
3	0.439	0.000362999999999999	1.65	175	NA	NA
1	0.382	0	1.75	175	NA	NA
2	0.35625	1.0125e-05	2.1	175	NA	NA
1	0.3735	0	2.4	175	NA	NA
1	0.4185	0	2.45	175	NA	NA
2	0.40315	0.000471245	2.55	175	NA	NA
1	0.3058	0	2.6	175	NA	NA
7	0.333828571428571	0.00364155238095238	3	175	NA	NA
5	0.42292	0.006271492	4.65	175	NA	NA
1	0.32	0	4.7	175	NA	NA
2	0.119	2e-06	0	174	NA	NA
1	0.118	0	0.2	174	NA	NA
1	0.11	0	0.65	174	NA	NA
2	0.121	2e-06	0.7	174	NA	NA
2	0.121	2e-06	0.75	174	NA	NA
2	0.109	1.8e-05	0.8	174	NA	NA
3	0.121333333	1.73e-05	0.85	174	NA	NA
25	0.12044	1.58e-05	1.5	174	NA	NA
5	0.1204	1.28e-05	1.55	174	NA	NA
1	0.12	0	1.6	174	NA	NA
3	0.12	0	1.65	174	NA	NA
1	0.11	0	1.75	174	NA	NA
2	0.1225	0.0001125	2.1	174	NA	NA
1	0.1125	0	2.4	174	NA	NA
1	0.11	0	2.45	174	NA	NA
2	0.113	1.8e-05	2.55	174	NA	NA
1	0.104	0	2.6	174	NA	NA
7	0.114142857	5.75e-05	3	174	NA	NA
5	0.118	3.8e-05	4.65	174	NA	NA
1	0.114	0	4.7	174	NA	NA
2	0.317	0.000338	0	173	NA	NA
1	0.292	0	0.2	173	NA	NA
1	0.34	0	0.65	173	NA	NA
2	0.307	1.8e-05	0.7	173	NA	NA
2	0.336	7.2e-05	0.75	173	NA	NA
2	0.335	0.000338	0.8	173	NA	NA
3	0.339333333	0.000101333	0.85	173	NA	NA
25	0.35088	0.000841277	1.5	173	NA	NA
5	0.36	0.001706	1.55	173	NA	NA
1	0.34	0	1.6	173	NA	NA
3	0.333333333	0.000308333	1.65	173	NA	NA
1	0.38	0	1.75	173	NA	NA
2	0.3475	1.25e-05	2.1	173	NA	NA
1	0.325	0	2.4	173	NA	NA
1	0.4	0	2.45	173	NA	NA
2	0.3235	0.0009245	2.55	173	NA	NA
1	0.352	0	2.6	173	NA	NA
7	0.347714286	0.000688571	3	173	NA	NA
5	0.3502	0.0014412	4.65	173	NA	NA
1	0.3	0	4.7	173	NA	NA
10	0.47863	0.003531849	0	172	NA	NA
12	0.572641666666667	0.00343216810606061	0.0999999999999996	172	NA	NA
23	0.482478260869565	0.00528219450592885	0.2	172	NA	NA
14	0.490430952380952	0.00590898110500611	0.25	172	NA	NA
7	0.551657142857143	0.00751679952380953	0.3	172	NA	NA
1	0.625	0	0.35	172	NA	NA
10	0.5521	0.0135191911111111	0.4	172	NA	NA
1	0.4835	0	0.55	172	NA	NA
2	0.5032	4.608e-05	0.6	172	NA	NA
2	0.61585	0.019740845	0.7	172	NA	NA
5	0.5329	0.02831955	0.75	172	NA	NA
2	0.5697	0.04518018	0.8	172	NA	NA
1	0.7124	0	0.85	172	NA	NA
1	0.3794	0	1.1	172	NA	NA
2	0.53325	0.000561125000000003	1.5	172	NA	NA
1	0.55	0	1.55	172	NA	NA
10	1.28415	0.00792074944444444	0	171	NA	NA
12	1.318175	0.0106504420454545	0.0999999999999996	171	NA	NA
23	1.28310869565217	0.00656467083003953	0.2	171	NA	NA
14	1.27034047619048	0.00520510498778999	0.25	171	NA	NA
7	1.2768	0.00537273000000001	0.3	171	NA	NA
1	1.25	0	0.35	171	NA	NA
10	1.30949	0.00364078988888889	0.4	171	NA	NA
1	1.417	0	0.55	171	NA	NA
2	1.3654	0.00658952	0.6	171	NA	NA
2	1.32845	5.10049999999977e-05	0.7	171	NA	NA
